Ano,Código do Município,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2019,3509205,Cajamar," 19,461,581 "," 253,402.70 "
2020,1100205,Porto Velho," 19,448,762 "," 36,059.36 "
2019,4115200,Maringá," 19,311,240 "," 45,581.28 "
2016,4208203,Itajaí," 19,288,428 "," 92,307.68 "
2017,4113700,Londrina," 19,240,582 "," 34,454.22 "
2018,4304606,Canoas," 19,218,794 "," 55,713.59 "
2010,3547809,Santo André," 19,164,510 "," 28,437.62 "
2016,2211001,Teresina," 19,161,573 "," 22,611.39 "
2012,5002704,Campo Grande," 19,158,167 "," 23,787.23 "
2010,3118601,Contagem," 19,142,636 "," 31,743.14 "
2017,2211001,Teresina," 19,117,641 "," 22,486.10 "
2014,2408102,Natal," 19,100,605 "," 22,157.34 "
2012,1505536,Parauapebas," 19,080,395 "," 114,705.82 "
2013,3302403,Macaé," 19,032,651 "," 84,799.86 "
2020,3304904,São Gonçalo," 19,002,883 "," 17,406.10 "
2010,3170206,Uberlândia," 18,950,577 "," 31,569.30 "
2017,4304606,Canoas," 18,883,627 "," 54,917.73 "
2013,3548500,Santos," 18,871,519 "," 43,567.79 "
2019,3549805,São José do Rio Preto," 18,802,831 "," 40,816.18 "
2010,1501402,Belém," 18,801,039 "," 13,506.19 "
2011,4305108,Caxias do Sul," 18,800,366 "," 42,599.15 "
2016,2507507,João Pessoa," 18,740,050 "," 23,374.87 "
2015,4208203,Itajaí," 18,708,229 "," 91,139.17 "
2019,4101804,Araucária," 18,704,369 "," 130,033.22 "
2019,3136702,Juiz de Fora," 18,703,878 "," 32,878.83 "
2020,3549805,São José do Rio Preto," 18,694,213 "," 40,204.08 "
2011,4209102,Joinville," 18,675,103 "," 35,851.26 "
2016,4205407,Florianópolis," 18,660,876 "," 39,055.99 "
2017,3205002,Serra," 18,595,239 "," 36,996.76 "
2018,3304904,São Gonçalo," 18,554,621 "," 17,217.08 "
2018,4115200,Maringá," 18,532,464 "," 44,441.29 "
2016,4113700,Londrina," 18,474,866 "," 33,384.71 "
2020,4304606,Canoas," 18,466,103 "," 53,031.82 "
2013,2408102,Natal," 18,465,101 "," 21,623.72 "
2017,1505536,Parauapebas," 18,439,322 "," 91,123.18 "
2019,3304904,São Gonçalo," 18,368,097 "," 16,931.63 "
2020,3520509,Indaiatuba," 18,344,473 "," 71,595.73 "
2016,3205002,Serra," 18,331,285 "," 37,099.68 "
2010,3543402,Ribeirão Preto," 18,280,844 "," 30,210.58 "
2015,2507507,João Pessoa," 18,272,539 "," 23,087.77 "
2014,2704302,Maceió," 18,266,729 "," 18,170.08 "
2010,4209102,Joinville," 18,252,540 "," 35,424.63 "
2010,2111300,São Luís," 18,211,488 "," 17,996.55 "
2014,4208203,Itajaí," 18,072,445 "," 89,664.19 "
2019,1100205,Porto Velho," 17,906,443 "," 33,814.84 "
2020,4108304,Foz do Iguaçu," 17,883,003 "," 69,247.40 "
2020,3527306,Louveira," 17,852,712 "," 357,104.23 "
2015,3205002,Serra," 17,788,224 "," 36,648.34 "
2020,4202404,Blumenau," 17,783,621 "," 49,145.71 "
2014,2211001,Teresina," 17,774,629 "," 21,145.17 "
2015,4113700,Londrina," 17,748,394 "," 32,372.87 "
2012,3303302,Niterói," 17,699,829 "," 35,989.38 "
2015,2211001,Teresina," 17,637,197 "," 20,891.09 "
2015,4205407,Florianópolis," 17,619,984 "," 37,514.07 "
2011,5002704,Campo Grande," 17,619,330 "," 22,127.83 "
2014,2905701,Camaçari," 17,601,655 "," 62,547.41 "
2016,3302403,Macaé," 17,571,148 "," 73,374.85 "
2018,3549805,São José do Rio Preto," 17,547,591 "," 38,460.90 "
2014,3205002,Serra," 17,544,182 "," 36,824.41 "
2019,2800308,Aracaju," 17,529,350 "," 26,680.37 "
2019,3554102,Taubaté," 17,515,712 "," 55,618.85 "
2013,5103403,Cuiabá," 17,459,008 "," 30,638.98 "
2014,2507507,João Pessoa," 17,449,530 "," 22,350.05 "
2019,3303500,Nova Iguaçu," 17,423,436 "," 21,218.90 "
2018,2800308,Aracaju," 17,378,213 "," 26,779.43 "
2019,4202404,Blumenau," 17,303,599 "," 48,442.46 "
2020,4119905,Ponta Grossa," 17,274,713 "," 48,615.15 "
2016,3301009,Campos dos Goytacazes," 17,274,332 "," 35,457.36 "
2018,3554102,Taubaté," 17,243,940 "," 55,294.91 "
2010,4125506,São José dos Pinhais," 17,238,008 "," 65,422.36 "
2017,3304904,São Gonçalo," 17,228,897 "," 16,411.19 "
2014,3300704,Cabo Frio," 17,208,139 "," 84,153.14 "
2020,3303500,Nova Iguaçu," 17,202,970 "," 20,895.09 "
2020,3170107,Uberaba," 17,190,845 "," 50,997.49 "
2012,3302403,Macaé," 17,165,912 "," 78,760.42 "
2020,3529401,Mauá," 17,127,383 "," 35,864.96 "
2016,4101804,Araucária," 16,979,843 "," 125,350.42 "
2017,4101804,Araucária," 16,976,880 "," 123,511.34 "
2017,1100205,Porto Velho," 16,974,627 "," 32,678.96 "
2018,3509205,Cajamar," 16,971,943 "," 224,383.82 "
2020,3530607,Mogi das Cruzes," 16,964,027 "," 37,632.19 "
2018,4202404,Blumenau," 16,961,256 "," 48,122.50 "
2018,3136702,Juiz de Fora," 16,956,903 "," 30,048.91 "
2014,4205407,Florianópolis," 16,915,926 "," 36,652.32 "
2017,4115200,Maringá," 16,911,587 "," 41,583.18 "
2016,3304904,São Gonçalo," 16,903,510 "," 16,190.20 "
2018,3303500,Nova Iguaçu," 16,869,469 "," 20,600.79 "
2020,3136702,Juiz de Fora," 16,868,840 "," 29,424.88 "
2013,3300704,Cabo Frio," 16,866,050 "," 84,170.32 "
2012,3548500,Santos," 16,850,212 "," 40,156.46 "
2017,3303500,Nova Iguaçu," 16,836,919 "," 21,081.80 "
2012,3300704,Cabo Frio," 16,764,657 "," 85,885.83 "
2019,3520509,Indaiatuba," 16,712,153 "," 66,416.38 "
2018,1100205,Porto Velho," 16,655,670 "," 32,059.05 "
2015,3304904,São Gonçalo," 16,639,685 "," 16,029.27 "
2016,2800308,Aracaju," 16,567,686 "," 25,825.55 "
2012,2408102,Natal," 16,542,636 "," 20,233.41 "
2017,3549805,São José do Rio Preto," 16,518,311 "," 36,653.84 "
2017,3529401,Mauá," 16,515,697 "," 35,747.87 "
2010,4305108,Caxias do Sul," 16,471,201 "," 37,822.92 "
2013,2704302,Maceió," 16,456,725 "," 16,510.67 "
2014,4113700,Londrina," 16,455,810 "," 30,305.19 "
2020,2800308,Aracaju," 16,447,105 "," 24,735.91 "
2018,4101804,Araucária," 16,406,648 "," 116,021.84 "
2017,2800308,Aracaju," 16,376,457 "," 25,190.44 "
2019,3530607,Mogi das Cruzes," 16,290,277 "," 36,538.23 "
2019,3529401,Mauá," 16,284,223 "," 34,433.94 "
2014,3536505,Paulínia," 16,272,895 "," 170,896.07 "
2015,4304606,Canoas," 16,245,261 "," 47,592.19 "
2017,3554102,Taubaté," 16,203,121 "," 52,615.56 "
2016,4115200,Maringá," 16,092,130 "," 39,924.60 "
2016,3303500,Nova Iguaçu," 16,068,662 "," 20,150.43 "
2012,3538709,Piracicaba," 16,052,653 "," 43,395.05 "
2017,4202404,Blumenau," 16,013,864 "," 45,949.12 "
2018,1505536,Parauapebas," 15,994,405 "," 78,836.00 "
2017,3136702,Juiz de Fora," 15,990,009 "," 28,362.70 "
2013,4113700,Londrina," 15,972,080 "," 29,711.85 "
2012,5103403,Cuiabá," 15,956,715 "," 28,426.67 "
2013,3548807,São Caetano do Sul," 15,952,826 "," 102,024.95 "
2020,3513504,Cubatão," 15,918,913 "," 120,940.49 "
2019,3527306,Louveira," 15,916,439 "," 325,589.41 "
2015,3303500,Nova Iguaçu," 15,888,289 "," 19,676.09 "
2014,4202404,Blumenau," 15,885,446 "," 47,560.93 "
2015,2800308,Aracaju," 15,870,236 "," 25,081.61 "
2019,4108304,Foz do Iguaçu," 15,769,782 "," 60,997.41 "
2016,3549805,São José do Rio Preto," 15,621,477 "," 34,974.84 "
2019,4119905,Ponta Grossa," 15,604,359 "," 44,363.84 "
2018,3520509,Indaiatuba," 15,595,708 "," 63,164.04 "
2014,1505536,Parauapebas," 15,561,713 "," 84,873.43 "
2020,3519071,Hortolândia," 15,549,704 "," 66,378.26 "
2019,3170107,Uberaba," 15,545,269 "," 46,572.98 "
2014,3548807,São Caetano do Sul," 15,533,595 "," 98,811.07 "
2014,3304904,São Gonçalo," 15,527,350 "," 15,047.30 "
2016,3554102,Taubaté," 15,525,608 "," 50,874.61 "
2013,4208203,Itajaí," 15,485,921 "," 78,287.24 "
2012,2704302,Maceió," 15,467,174 "," 16,223.29 "
2013,3205002,Serra," 15,462,604 "," 33,087.97 "
2015,4115200,Maringá," 15,458,008 "," 38,894.23 "
2011,3548500,Santos," 15,447,746 "," 36,823.40 "
2015,4202404,Blumenau," 15,438,661 "," 45,558.44 "
2018,3302403,Macaé," 15,435,162 "," 61,340.46 "
2016,4202404,Blumenau," 15,405,704 "," 44,821.16 "
2020,3303906,Petrópolis," 15,390,936 "," 50,185.98 "
2018,3530607,Mogi das Cruzes," 15,385,841 "," 34,906.81 "
2017,3302403,Macaé," 15,378,420 "," 62,990.43 "
2011,3303302,Niterói," 15,346,089 "," 31,336.46 "
2019,3506003,Bauru," 15,335,140 "," 40,696.41 "
2020,3302403,Macaé," 15,328,853 "," 58,618.72 "
2019,3513801,Diadema," 15,292,778 "," 36,077.74 "
2018,3529401,Mauá," 15,287,804 "," 32,655.92 "
2020,5201108,Anápolis," 15,286,792 "," 39,019.61 "
2014,3554102,Taubaté," 15,218,038 "," 50,824.55 "
2020,3506003,Bauru," 15,180,212 "," 40,021.97 "
2020,3305505,Saquarema," 15,156,886 "," 167,325.94 "
2020,2910800,Feira de Santana," 15,153,239 "," 24,456.13 "
2019,3513504,Cubatão," 15,153,099 "," 115,933.58 "
2019,3302403,Macaé," 15,102,699 "," 58,840.46 "
2012,3548807,São Caetano do Sul," 15,094,572 "," 100,204.28 "
2010,5002704,Campo Grande," 15,089,120 "," 19,167.99 "
2020,3513801,Diadema," 15,057,235 "," 35,282.92 "
2018,4119905,Ponta Grossa," 15,053,861 "," 43,252.88 "
2015,3549805,São José do Rio Preto," 15,046,985 "," 34,000.80 "
2013,2507507,João Pessoa," 15,002,609 "," 19,493.86 "
2010,1505536,Parauapebas," 14,985,170 "," 97,342.96 "
2013,4205407,Florianópolis," 14,974,993 "," 33,036.60 "
2012,3205002,Serra," 14,972,672 "," 35,432.49 "
2019,3520400,Ilhabela," 14,965,490 "," 427,952.24 "
2012,3304524,Rio das Ostras," 14,917,410 "," 128,449.98 "
2019,2910800,Feira de Santana," 14,916,456 "," 24,259.45 "
2019,3552403,Sumaré," 14,913,287 "," 52,801.43 "
2020,3554102,Taubaté," 14,906,023 "," 46,886.82 "
2014,2800308,Aracaju," 14,900,367 "," 23,887.75 "
2013,3304524,Rio das Ostras," 14,893,638 "," 121,883.18 "
2020,5201405,Aparecida de Goiânia," 14,856,019 "," 25,173.46 "
2014,3549805,São José do Rio Preto," 14,823,846 "," 33,817.07 "
2017,3509205,Cajamar," 14,807,216 "," 200,311.36 "
2012,4113700,Londrina," 14,769,050 "," 28,638.45 "
2013,2211001,Teresina," 14,753,990 "," 17,638.29 "
2016,1100205,Porto Velho," 14,751,261 "," 28,855.07 "
2019,3519071,Hortolândia," 14,738,378 "," 63,843.68 "
2018,3170107,Uberaba," 14,732,211 "," 44,594.28 "
2011,3538709,Piracicaba," 14,732,111 "," 40,110.30 "
2014,3303500,Nova Iguaçu," 14,716,568 "," 18,254.76 "
2017,3530607,Mogi das Cruzes," 14,711,581 "," 33,905.39 "
2015,3513504,Cubatão," 14,703,079 "," 115,766.81 "
2011,2408102,Natal," 14,701,974 "," 18,133.12 "
2019,3515004,Embu das Artes," 14,698,367 "," 53,697.37 "
2013,3554102,Taubaté," 14,685,906 "," 49,542.41 "
2018,2910800,Feira de Santana," 14,685,264 "," 24,077.64 "
2018,4108304,Foz do Iguaçu," 14,675,747 "," 56,701.87 "
2018,3513801,Diadema," 14,672,840 "," 34,857.82 "
2018,3506003,Bauru," 14,639,474 "," 39,114.53 "
2014,4115200,Maringá," 14,567,226 "," 37,189.94 "
2011,3302403,Macaé," 14,565,895 "," 68,567.01 "
2016,3530607,Mogi das Cruzes," 14,562,664 "," 33,920.22 "
2016,3529401,Mauá," 14,539,610 "," 31,766.96 "
2017,4119905,Ponta Grossa," 14,539,146 "," 42,224.21 "
2016,3136702,Juiz de Fora," 14,524,863 "," 25,954.13 "
2013,2905701,Camaçari," 14,458,290 "," 52,465.90 "
2018,3552403,Sumaré," 14,438,510 "," 51,830.63 "
2015,3136702,Juiz de Fora," 14,436,472 "," 25,998.36 "
2018,3520400,Ilhabela," 14,400,916 "," 419,448.22 "
2014,3304524,Rio das Ostras," 14,336,159 "," 112,731.36 "
2013,3549805,São José do Rio Preto," 14,310,836 "," 32,971.31 "
2015,3554102,Taubaté," 14,309,023 "," 47,329.00 "
2017,5201108,Anápolis," 14,211,153 "," 37,882.06 "
2015,3530607,Mogi das Cruzes," 14,200,700 "," 33,442.29 "
2018,5201108,Anápolis," 14,172,921 "," 37,104.80 "
2020,4104808,Cascavel," 14,155,106 "," 42,593.14 "
2010,3536505,Paulínia," 14,141,349 "," 172,140.59 "
2011,3205002,Serra," 14,138,907 "," 33,985.39 "
2020,3524402,Jacareí," 14,114,972 "," 59,957.57 "
2011,2704302,Maceió," 14,080,116 "," 14,929.45 "
2013,2800308,Aracaju," 14,075,190 "," 22,902.24 "
2014,3513801,Diadema," 14,048,339 "," 34,296.61 "
2020,3513009,Cotia," 14,039,984 "," 55,360.97 "
2017,3520509,Indaiatuba," 14,024,836 "," 58,533.88 "
2012,2507507,João Pessoa," 14,012,192 "," 18,872.20 "
2019,5201108,Anápolis," 14,004,034 "," 36,193.34 "
2015,1100205,Porto Velho," 13,970,352 "," 27,787.98 "
2020,3548807,São Caetano do Sul," 13,960,695 "," 86,200.01 "
2014,3136702,Juiz de Fora," 13,955,698 "," 25,341.28 "
2015,4101804,Araucária," 13,951,904 "," 104,565.04 "
2012,4205407,Florianópolis," 13,946,621 "," 32,197.54 "
2013,3304904,São Gonçalo," 13,943,168 "," 13,596.37 "
2019,2607901,Jaboatão dos Guararapes," 13,894,358 "," 19,784.13 "
2017,3506003,Bauru," 13,869,778 "," 37,315.44 "
2020,3515004,Embu das Artes," 13,834,413 "," 50,027.71 "
2012,3554102,Taubaté," 13,814,210 "," 48,658.89 "
2019,3526902,Limeira," 13,798,073 "," 45,074.95 "
2013,4115200,Maringá," 13,791,017 "," 35,750.90 "
2020,3552403,Sumaré," 13,751,004 "," 48,044.99 "
2017,3513801,Diadema," 13,715,208 "," 32,821.79 "
2019,5201405,Aparecida de Goiânia," 13,707,168 "," 23,707.48 "
2020,3526902,Limeira," 13,702,173 "," 44,418.06 "
2017,2910800,Feira de Santana," 13,691,186 "," 21,819.42 "
2015,3513801,Diadema," 13,679,518 "," 33,168.26 "
2019,3303906,Petrópolis," 13,662,993 "," 44,622.45 "
2019,3548807,São Caetano do Sul," 13,656,307 "," 84,754.93 "
2017,3552403,Sumaré," 13,615,800 "," 49,873.45 "
2020,2607208,Ipojuca," 13,614,273 "," 139,391.96 "
2010,3302403,Macaé," 13,613,373 "," 65,845.25 "
2012,4208203,Itajaí," 13,577,096 "," 71,916.01 "
2016,4108304,Foz do Iguaçu," 13,550,781 "," 51,345.25 "
2010,3548500,Santos," 13,546,943 "," 32,273.30 "
2017,2607901,Jaboatão dos Guararapes," 13,540,091 "," 19,455.38 "
2017,4108304,Foz do Iguaçu," 13,468,176 "," 51,007.32 "
2016,3170107,Uberaba," 13,463,502 "," 41,390.63 "
2014,2607901,Jaboatão dos Guararapes," 13,449,683 "," 19,751.55 "
2011,5103403,Cuiabá," 13,440,075 "," 24,159.80 "
2018,3548807,São Caetano do Sul," 13,428,453 "," 83,783.83 "
2015,3548807,São Caetano do Sul," 13,426,306 "," 84,963.72 "
2016,3513801,Diadema," 13,419,390 "," 32,321.86 "
2018,3306305,Volta Redonda," 13,407,989 "," 49,294.44 "
2016,2607901,Jaboatão dos Guararapes," 13,405,930 "," 19,397.26 "
2019,3524402,Jacareí," 13,402,133 "," 57,356.92 "
2016,3509205,Cajamar," 13,385,278 "," 183,674.49 "
2019,3513009,Cotia," 13,381,293 "," 53,694.85 "
2018,2607901,Jaboatão dos Guararapes," 13,359,060 "," 19,149.04 "
2012,2211001,Teresina," 13,347,531 "," 16,076.89 "
2014,3530607,Mogi das Cruzes," 13,324,951 "," 31,738.24 "
2015,2607901,Jaboatão dos Guararapes," 13,324,825 "," 19,420.49 "
2015,5201108,Anápolis," 13,301,356 "," 36,293.81 "
2016,3513504,Cubatão," 13,300,614 "," 104,002.86 "
2020,2607901,Jaboatão dos Guararapes," 13,295,777 "," 18,809.45 "
2011,3548807,São Caetano do Sul," 13,279,745 "," 88,554.07 "
2018,3526902,Limeira," 13,267,664 "," 43,689.33 "
2016,3506003,Bauru," 13,267,503 "," 35,919.47 "
2018,3515004,Embu das Artes," 13,246,381 "," 48,907.97 "
2013,3513801,Diadema," 13,241,472 "," 32,556.89 "
2017,3527306,Louveira," 13,229,630 "," 288,089.14 "
2017,3548807,São Caetano do Sul," 13,225,038 "," 82,859.49 "
2013,3303500,Nova Iguaçu," 13,214,908 "," 16,419.81 "
2013,3136702,Juiz de Fora," 13,196,898 "," 24,172.71 "
2018,3513504,Cubatão," 13,178,237 "," 101,558.55 "
2018,5201405,Aparecida de Goiânia," 13,161,033 "," 23,254.48 "
2018,3519071,Hortolândia," 13,154,947 "," 57,861.33 "
2017,3170107,Uberaba," 13,153,000 "," 40,067.38 "
2011,3554102,Taubaté," 13,125,859 "," 46,655.45 "
2016,2910800,Feira de Santana," 13,104,860 "," 21,047.28 "
2013,4202404,Blumenau," 13,084,850 "," 39,761.67 "
2010,3205002,Serra," 13,048,176 "," 31,877.38 "
2016,4119905,Ponta Grossa," 12,973,746 "," 38,031.68 "
2016,3548807,São Caetano do Sul," 12,960,847 "," 81,604.58 "
2020,1504208,Marabá," 12,930,110 "," 45,602.10 "
2010,2408102,Natal," 12,918,972 "," 16,072.15 "
2017,5201405,Aparecida de Goiânia," 12,888,083 "," 23,774.80 "
2013,3530607,Mogi das Cruzes," 12,869,867 "," 31,018.68 "
2016,5201108,Anápolis," 12,853,492 "," 34,657.21 "
2020,5107602,Rondonópolis," 12,850,052 "," 54,439.68 "
2017,3303906,Petrópolis," 12,817,939 "," 42,979.32 "
2014,1100205,Porto Velho," 12,793,026 "," 25,896.13 "
2019,2607208,Ipojuca," 12,785,153 "," 132,896.27 "
2018,3524402,Jacareí," 12,783,342 "," 55,133.17 "
2018,3303906,Petrópolis," 12,761,259 "," 41,746.16 "
2011,4205407,Florianópolis," 12,731,618 "," 29,795.64 "
2014,5201108,Anápolis," 12,724,772 "," 35,152.18 "
2010,4304606,Canoas," 12,718,014 "," 39,250.10 "
2019,3205200,Vila Velha," 12,699,809 "," 25,716.55 "
2016,3303906,Petrópolis," 12,693,830 "," 42,574.17 "
2020,3552502,Suzano," 12,674,723 "," 42,170.50 "
2016,1505536,Parauapebas," 12,645,409 "," 64,432.25 "
2015,3506003,Bauru," 12,626,758 "," 34,406.08 "
2011,3300704,Cabo Frio," 12,612,721 "," 66,108.91 "
2019,4104808,Cascavel," 12,593,335 "," 38,341.24 "
2020,3205200,Vila Velha," 12,590,915 "," 25,115.27 "
2010,3303302,Niterói," 12,587,901 "," 25,830.50 "
2020,3522505,Itapevi," 12,584,181 "," 52,224.97 "
2012,2800308,Aracaju," 12,570,179 "," 21,388.73 "
2010,5103403,Cuiabá," 12,541,779 "," 22,747.40 "
2011,4113700,Londrina," 12,534,094 "," 24,515.17 "
2018,3513009,Cotia," 12,531,256 "," 51,211.94 "
2011,3304524,Rio das Ostras," 12,516,380 "," 112,768.31 "
2015,3170107,Uberaba," 12,514,706 "," 38,850.34 "
2010,3538709,Piracicaba," 12,501,662 "," 34,263.15 "
2012,3549805,São José do Rio Preto," 12,464,504 "," 29,979.40 "
2010,3554102,Taubaté," 12,449,701 "," 44,666.77 "
2010,2905701,Camaçari," 12,446,027 "," 51,221.59 "
2016,3527306,Louveira," 12,432,122 "," 276,860.01 "
2017,3519071,Hortolândia," 12,411,319 "," 55,860.04 "
2019,4309209,Gravataí," 12,386,993 "," 44,000.56 "
2010,2704302,Maceió," 12,369,801 "," 13,263.67 "
2012,3304904,São Gonçalo," 12,357,811 "," 12,161.67 "
2017,4309209,Gravataí," 12,314,666 "," 44,756.84 "
2016,3520509,Indaiatuba," 12,282,381 "," 52,183.96 "
2015,3552403,Sumaré," 12,258,170 "," 46,091.14 "
2018,4104808,Cascavel," 12,243,044 "," 37,731.74 "
2016,3552403,Sumaré," 12,237,213 "," 45,403.39 "
2018,3205200,Vila Velha," 12,235,569 "," 25,165.30 "
2020,3144805,Nova Lima," 12,211,282 "," 126,993.16 "
2010,3548807,São Caetano do Sul," 12,205,134 "," 81,600.94 "
2011,4208203,Itajaí," 12,178,894 "," 65,433.25 "
2011,2211001,Teresina," 12,174,255 "," 14,803.97 "
2018,3522505,Itapevi," 12,156,244 "," 51,871.73 "
2020,3548906,São Carlos," 12,139,152 "," 47,701.04 "
2017,3526902,Limeira," 12,106,211 "," 40,231.87 "
2012,4202404,Blumenau," 12,101,671 "," 38,279.59 "
2013,2607901,Jaboatão dos Guararapes," 12,089,771 "," 17,894.89 "
2018,4309209,Gravataí," 12,079,663 "," 43,234.61 "
2020,3501608,Americana," 12,078,627 "," 49,907.97 "
2020,4118204,Paranaguá," 12,069,503 "," 77,282.41 "
2019,3552502,Suzano," 12,067,608 "," 40,544.72 "
2019,3522505,Itapevi," 12,051,610 "," 50,700.92 "
2019,3524709,Jaguariúna," 12,010,664 "," 208,924.71 "
2015,4108304,Foz do Iguaçu," 12,000,677 "," 45,494.68 "
2012,3513801,Diadema," 11,998,286 "," 30,687.72 "
2012,1100205,Porto Velho," 11,970,877 "," 27,040.55 "
2015,3529401,Mauá," 11,970,001 "," 26,407.17 "
2011,2905701,Camaçari," 11,966,890 "," 48,020.07 "
2015,2910800,Feira de Santana," 11,962,297 "," 19,371.26 "
2020,4204202,Chapecó," 11,954,532 "," 53,365.35 "
2015,3527306,Louveira," 11,938,395 "," 272,180.81 "
2012,3530805,Mogi Mirim," 11,927,708 "," 136,682.19 "
2020,2929206,São Francisco do Conde," 11,926,908 "," 296,357.52 "
2012,3136702,Juiz de Fora," 11,916,163 "," 22,687.73 "
2014,3527306,Louveira," 11,915,834 "," 278,433.36 "
2011,2507507,João Pessoa," 11,915,435 "," 16,252.27 "
2013,5201108,Anápolis," 11,881,962 "," 33,245.37 "
2020,5218805,Rio Verde," 11,872,211 "," 49,156.63 "
2019,3144805,Nova Lima," 11,862,275 "," 125,012.11 "
2019,3501608,Americana," 11,861,436 "," 49,505.78 "
2019,3131307,Ipatinga," 11,834,448 "," 44,927.86 "
2020,1400100,Boa Vista," 11,826,207 "," 28,180.99 "
2012,3303500,Nova Iguaçu," 11,822,534 "," 14,745.98 "
2019,3548906,São Carlos," 11,811,263 "," 46,873.25 "
2015,4119905,Ponta Grossa," 11,803,308 "," 34,934.98 "
2016,2929206,São Francisco do Conde," 11,802,564 "," 296,621.35 "
2014,3520509,Indaiatuba," 11,784,749 "," 52,006.37 "
2016,3526902,Limeira," 11,781,232 "," 39,441.56 "
2017,3515004,Embu das Artes," 11,771,685 "," 44,079.79 "
2016,5201405,Aparecida de Goiânia," 11,762,376 "," 22,104.12 "
2011,5201108,Anápolis," 11,753,144 "," 34,716.64 "
2020,1600303,Macapá," 11,735,557 "," 22,880.70 "
2014,2910800,Feira de Santana," 11,727,165 "," 19,162.03 "
2013,1100205,Porto Velho," 11,699,707 "," 24,123.51 "
2017,3513504,Cubatão," 11,679,715 "," 90,717.64 "
2014,5201405,Aparecida de Goiânia," 11,677,247 "," 22,837.32 "
2013,3552403,Sumaré," 11,674,930 "," 45,154.36 "
2011,3513801,Diadema," 11,663,274 "," 30,015.43 "
2014,3506003,Bauru," 11,660,791 "," 31,985.76 "
2017,3513009,Cotia," 11,654,510 "," 49,020.02 "
2014,3552403,Sumaré," 11,646,358 "," 44,399.55 "
2015,3520509,Indaiatuba," 11,634,861 "," 50,360.17 "
2020,3306305,Volta Redonda," 11,630,417 "," 42,448.64 "
2020,5008305,Três Lagoas," 11,626,097 "," 94,305.67 "
